time,temp31,temp180,humi,pressure,altitude,smoke,fire_alarm,,
39:36.5,22.50057221,22.36396097,69.28969253,1017.097599,-31.98,0,FALSE,,
39:36.6,22.47386893,22.36396097,69.27290761,1017.146167,-32.39,0.2,FALSE,,
39:36.8,22.46051728,22.36396097,69.23170825,1017.146167,-32.39,1.62,FALSE,,
39:36.9,22.48722057,22.35594723,69.24849317,1017.11477,-32.13,1.68,FALSE,,
39:37.1,22.48722057,22.37197432,69.25764858,1017.143938,-32.37,1.54,FALSE,,
39:37.2,22.48722057,22.36396097,69.24849317,1017.112543,-32.11,0.41,FALSE,,
39:37.4,22.51659419,22.36396097,69.26375219,1017.112543,-32.11,0.46,FALSE,,
39:37.5,22.50057221,22.36396097,69.24086366,1017.101335,-32.01,0.14,FALSE,,
39:37.7,22.48722057,22.36396097,69.27748531,1017.146167,-32.39,1.37,FALSE,,
39:37.9,22.48722057,22.37197432,69.21797513,1017.166354,-32.55,1.71,FALSE,,
39:38.0,22.47386893,22.36396097,69.25459678,1017.164847,-32.54,0.79,FALSE,,
39:38.2,22.47386893,22.35594723,69.20729381,1017.152129,-32.44,0.19,FALSE,,
39:38.3,22.47386893,22.34793311,69.27290761,1017.102053,-32.02,0,FALSE,,
39:38.5,22.46051728,22.36396097,69.22255283,1017.131223,-32.26,0.06,FALSE,,
39:38.6,22.48722057,22.35594723,69.21187152,1017.096091,-31.97,0.38,FALSE,,
39:38.8,22.47386893,22.35594723,69.21644923,1017.111034,-32.1,1.62,FALSE,,
39:38.9,22.46051728,22.35594723,69.21339742,1017.122242,-32.19,1.68,FALSE,,
39:39.1,22.50057221,22.35594723,69.25307088,1017.084883,-31.88,1.26,FALSE,,
39:39.2,22.47386893,22.33991861,69.20729381,1017.07439,-31.79,0,FALSE,,
39:39.4,22.48722057,22.33991861,69.21187152,1017.059447,-31.67,0,FALSE,,
39:39.5,22.48722057,22.35594723,69.21797513,1017.111034,-32.1,0.11,FALSE,,
39:39.7,22.46051728,22.35594723,69.21339742,1017.096091,-31.97,0.92,FALSE,,
39:39.8,22.46051728,22.33991861,69.17677577,1017.093069,-31.95,2.52,FALSE,,
39:40.0,22.48722057,22.35594723,69.23018235,1017.137186,-32.31,1.65,FALSE,,
39:40.1,22.46051728,22.34793311,69.21339742,1017.098317,-31.99,1.37,FALSE,,
39:40.3,22.47386893,22.36396097,69.21644923,1017.149903,-32.42,0.03,FALSE,,
39:40.4,22.44449531,22.35594723,69.20881971,1017.144658,-32.37,0,FALSE,,
39:40.6,22.47386893,22.35594723,69.20729381,1017.118506,-32.16,0.21,FALSE,,
39:40.7,22.47386893,22.37197432,69.1981384,1017.18877,-32.74,1.44,FALSE,,
39:40.9,22.47386893,22.35594723,69.17067216,1017.148394,-32.41,0.86,FALSE,,
39:41.1,22.46051728,22.35594723,69.19508659,1017.129714,-32.25,1.58,FALSE,,
39:41.2,22.47386893,22.36396097,69.21644923,1017.153639,-32.45,0.76,FALSE,,
39:41.4,22.47386893,22.35594723,69.21644923,1017.140922,-32.34,0,FALSE,,
39:41.5,22.47386893,22.36396097,69.1981384,1017.149903,-32.42,0.14,FALSE,,
39:41.7,22.47386893,22.35594723,69.20729381,1017.122242,-32.19,0.82,FALSE,,
39:41.8,22.46051728,22.33991861,69.20424201,1017.07439,-31.79,1.68,FALSE,,
39:42.0,22.47386893,22.33991861,69.21644923,1017.100541,-32.01,0.82,FALSE,,
39:42.1,22.46051728,22.34793311,69.22255283,1017.109524,-32.08,0.46,FALSE,,
39:42.3,22.47386893,22.35594723,69.17067216,1017.125978,-32.22,0,FALSE,,
39:42.4,22.47386893,22.33991861,69.21644923,1017.078126,-31.82,0,FALSE,,
39:42.6,22.48722057,22.34793311,69.18135348,1017.102053,-32.02,0.2,FALSE,,
39:42.7,22.46051728,22.35594723,69.17677577,1017.107299,-32.06,1.3,FALSE,,
39:42.9,22.46051728,22.35594723,69.16762036,1017.081147,-31.85,1.74,FALSE,,
39:43.0,22.44449531,22.36396097,69.18135348,1017.146167,-32.39,1.62,FALSE,,
39:43.2,22.48722057,22.35594723,69.18135348,1017.11477,-32.13,1.06,FALSE,,
39:43.3,22.46051728,22.36396097,69.17677577,1017.146167,-32.39,0,FALSE,,
39:43.5,22.46051728,22.35594723,69.17677577,1017.129714,-32.25,0,FALSE,,
39:43.6,22.46051728,22.34793311,69.16762036,1017.128203,-32.24,0.46,FALSE,,
39:43.8,22.47386893,22.34793311,69.16151675,1017.079638,-31.83,1.65,FALSE,,
39:43.9,22.44449531,22.35594723,69.16304265,1017.11477,-32.13,2.49,FALSE,,
39:44.1,22.48722057,22.35594723,69.19050889,1017.111034,-32.1,0.6,FALSE,,
39:44.2,22.43114366,22.35594723,69.17982757,1017.103563,-32.03,0.48,FALSE,,
39:44.4,22.46051728,22.36396097,69.16762036,1017.134959,-32.29,0,FALSE,,
39:44.6,22.44449531,22.35594723,69.15388724,1017.092355,-31.94,0.06,FALSE,,
39:44.7,22.44449531,22.35594723,69.16304265,1017.084883,-31.88,0.21,FALSE,,
39:44.9,22.44449531,22.36396097,69.17219806,1017.120015,-32.17,1.51,FALSE,,
39:45.0,22.43114366,22.34793311,69.17067216,1017.116996,-32.14,1.71,FALSE,,
39:45.2,22.44449531,22.33991861,69.14473182,1017.078126,-31.82,0.46,FALSE,,
39:45.3,22.46051728,22.35594723,69.16762036,1017.13345,-32.28,0.2,FALSE,,
39:45.5,22.46051728,22.37197432,69.17677577,1017.158882,-32.49,0,FALSE,,
39:45.6,22.44449531,22.35594723,69.126421,1017.099827,-32,0.09,FALSE,,
39:45.8,22.43114366,22.35594723,69.16151675,1017.111034,-32.1,0.82,FALSE,,
39:45.9,22.46051728,22.33991861,69.13862821,1017.044504,-31.54,1.65,FALSE,,
39:46.1,22.46051728,22.33991861,69.15693904,1017.089333,-31.92,0.46,FALSE,,
39:46.2,22.46051728,22.36396097,69.13862821,1017.131223,-32.26,0,FALSE,,
39:46.4,22.43114366,22.35594723,69.1309987,1017.144658,-32.37,0,FALSE,,
39:46.5,22.46051728,22.35594723,69.13862821,1017.088619,-31.91,0.2,FALSE,,
39:46.7,22.43114366,22.34793311,69.12184329,1017.11326,-32.11,1.24,FALSE,,
39:46.8,22.43114366,22.33991861,69.14320592,1017.066919,-31.73,1.65,FALSE,,
39:47.0,22.43114366,22.35594723,69.12184329,1017.107299,-32.06,0.73,FALSE,,
39:47.1,22.46051728,22.35594723,69.14930953,1017.167073,-32.56,0.45,FALSE,,
39:47.3,22.46051728,22.34793311,69.14930953,1017.090845,-31.93,0,FALSE,,
39:47.5,22.46051728,22.33991861,69.11116197,1017.104276,-32.04,0,FALSE,,
39:47.6,22.44449531,22.35594723,69.126421,1017.129714,-32.25,0.21,FALSE,,
39:47.8,22.47386893,22.33991861,69.12489509,1017.108012,-32.07,0.7,FALSE,,
39:47.9,22.44449531,22.34793311,69.11726558,1017.128203,-32.24,1.74,FALSE,,
39:48.1,22.44449531,22.33991861,69.11726558,1017.089333,-31.92,0.46,FALSE,,
39:48.2,22.46051728,22.35594723,69.11116197,1017.152129,-32.44,1.02,FALSE,,
39:48.4,22.44449531,22.33991861,69.126421,1017.081862,-31.85,0.46,FALSE,,
39:48.5,22.46051728,22.33991861,69.10200656,1017.141634,-32.35,0.46,FALSE,,
39:48.7,22.46051728,22.33991861,69.14930953,1017.081862,-31.85,0.46,FALSE,,
39:48.8,22.44449531,22.33991861,69.15388724,1017.07439,-31.79,0.46,FALSE,,
39:49.0,22.46051728,22.33190373,69.13862821,1017.065406,-31.72,1.62,FALSE,,
39:49.1,22.43114366,22.33190373,69.10353246,1017.069141,-31.75,0.41,FALSE,,
39:49.3,22.46051728,22.33991861,69.11116197,1017.108012,-32.07,0,FALSE,,
39:49.4,22.44449531,22.33190373,69.10658427,1017.084084,-31.87,0.46,FALSE,,
39:49.6,22.46051728,22.35594723,69.11116197,1017.13345,-32.28,1.76,FALSE,,
39:49.7,22.44449531,22.33190373,69.09742885,1017.069141,-31.75,0.46,FALSE,,
39:49.9,22.43114366,22.35594723,69.10353246,1017.148394,-32.41,0.46,FALSE,,
39:50.0,22.44449531,22.33991861,69.09742885,1017.07439,-31.79,0.06,FALSE,,
39:50.2,22.44449531,22.34793311,69.09742885,1017.105788,-32.05,0,FALSE,,
39:50.3,22.46051728,22.34793311,69.09285115,1017.109524,-32.08,0.14,FALSE,,
39:50.5,22.47386893,22.35594723,69.06538491,1017.103563,-32.03,0.44,FALSE,,
39:50.7,22.47386893,22.33991861,69.07606622,1017.081862,-31.85,1.71,FALSE,,
39:50.8,22.44449531,22.33190373,69.08827344,1017.069141,-31.75,0.63,FALSE,,
39:51.0,22.44449531,22.33991861,69.0577554,1017.089333,-31.92,1.23,FALSE,,
39:51.1,22.46051728,22.33991861,69.07454032,1017.122955,-32.19,0.03,FALSE,,
39:51.3,22.43114366,22.35594723,69.04707408,1017.096091,-31.97,0,FALSE,,
39:51.4,22.44449531,22.34793311,69.05165179,1017.131939,-32.27,0.21,FALSE,,
39:51.6,22.46051728,22.33991861,69.07454032,1017.100541,-32.01,0.45,FALSE,,
39:51.7,22.44449531,22.36396097,69.02113375,1017.093863,-31.95,1.76,FALSE,,
39:51.9,22.46051728,22.36396097,69.05317769,1017.153639,-32.45,1.56,FALSE,,
39:52.0,22.46051728,22.35594723,69.03486687,1017.096091,-31.97,0.41,FALSE,,
39:52.2,22.44449531,22.35594723,69.03028916,1017.13345,-32.28,0,FALSE,,
39:52.3,22.47386893,22.36396097,69.01045243,1017.090127,-31.92,0.45,FALSE,,
39:52.5,22.44449531,22.36396097,69.04249638,1017.037823,-31.49,0.1,FALSE,,
39:52.6,22.46051728,22.35594723,69.04402228,1017.092355,-31.94,1.51,FALSE,,
39:52.8,22.46051728,22.35594723,69.05317769,1017.111034,-32.1,3.38,FALSE,,
39:52.9,22.47386893,22.35594723,69.03791867,1017.103563,-32.03,1.5,FALSE,,
39:53.1,22.47386893,22.35594723,69.02876326,1017.111034,-32.1,0.21,FALSE,,
39:53.2,22.44449531,22.35594723,69.03028916,1017.103563,-32.03,0,FALSE,,
39:53.4,22.44449531,22.35594723,69.04249638,1017.107299,-32.06,0.03,FALSE,,
39:53.5,22.46051728,22.35594723,69.03486687,1017.096091,-31.97,0.59,FALSE,,
39:53.7,22.48722057,22.37197432,69.03028916,1017.185034,-32.71,0.46,FALSE,,
39:53.9,22.46051728,22.36396097,69.01655604,1017.138695,-32.32,0.86,FALSE,,
39:54.0,22.46051728,22.36396097,69.01655604,1017.101335,-32.01,1.58,FALSE,,
39:54.2,22.44449531,22.35594723,69.00282292,1017.118506,-32.16,0.59,FALSE,,
39:54.3,22.46051728,22.35594723,68.9875639,1017.088619,-31.91,0.46,FALSE,,
39:54.5,22.46051728,22.36396097,68.9875639,1017.116279,-32.14,0,FALSE,,
39:54.6,22.44449531,22.36396097,68.99366751,1017.146167,-32.39,0.46,FALSE,,
39:54.8,22.44449531,22.35594723,68.97535668,1017.077411,-31.82,1.74,FALSE,,
39:54.9,22.46051728,22.35594723,69.04402228,1017.11477,-32.13,0.46,FALSE,,
39:55.1,22.47386893,22.35594723,68.97993439,1017.096091,-31.97,1.64,FALSE,,
39:55.2,22.41779202,22.34793311,68.94178683,1017.034807,-31.46,3.48,FALSE,,
39:55.4,22.44449531,22.34793311,68.95551995,1017.094581,-31.96,0,FALSE,,
39:55.5,22.44449531,22.35594723,68.96620127,1017.118506,-32.16,0,FALSE,,
39:55.7,22.44449531,22.35594723,68.95551995,1017.107299,-32.06,0.24,FALSE,,
39:55.8,22.44449531,22.34793311,69.00282292,1017.105788,-32.05,1.37,FALSE,,
39:56.0,22.46051728,22.33991861,68.95094224,1017.066919,-31.73,1.76,FALSE,,
39:56.1,22.44449531,22.35594723,68.94636454,1017.092355,-31.94,0.46,FALSE,,
39:56.3,22.44449531,22.35594723,68.94636454,1017.111034,-32.1,0.5,FALSE,,
39:56.4,22.44449531,22.35594723,68.93873503,1017.118506,-32.16,0,FALSE,,
39:56.6,22.44449531,22.34793311,68.93873503,1017.060958,-31.68,0.23,FALSE,,
39:56.7,22.46051728,22.33991861,68.92347601,1017.07439,-31.79,0.07,FALSE,,
39:56.9,22.44449531,22.35594723,68.9188983,1017.152129,-32.44,1.41,FALSE,,
39:57.1,22.46051728,22.33991861,68.92957961,1017.059447,-31.67,0.46,FALSE,,
39:57.2,22.43114366,22.33991861,68.93415732,1017.078126,-31.82,0.46,FALSE,,
39:57.4,22.46051728,22.33991861,68.92957961,1017.096805,-31.98,1.12,FALSE,,
39:57.5,22.47386893,22.33991861,68.92500191,1017.100541,-32.01,0,FALSE,,
39:57.7,22.47386893,22.33190373,68.91432059,1017.072877,-31.78,0.46,FALSE,,
39:57.8,22.47386893,22.33991861,68.91432059,1017.093069,-31.95,0.46,FALSE,,
39:58.0,22.46051728,22.33190373,68.89295796,1017.072877,-31.78,0.96,FALSE,,
39:58.1,22.46051728,22.33190373,68.89295796,1017.091556,-31.93,0.65,FALSE,,
39:58.3,22.44449531,22.33991861,68.90669108,1017.100541,-32.01,1.68,FALSE,,
39:58.4,22.46051728,22.33991861,68.89295796,1017.122955,-32.19,1.53,FALSE,,
39:58.6,22.46051728,22.33991861,68.90211337,1017.111748,-32.1,0.46,FALSE,,
39:58.7,22.46051728,22.33991861,68.88380255,1017.14537,-32.38,0.46,FALSE,,
39:58.9,22.44449531,22.33991861,68.87922484,1017.100541,-32.01,0.03,FALSE,,
39:59.0,22.46051728,22.33190373,68.8471809,1017.128913,-32.24,0.45,FALSE,,
39:59.2,22.44449531,22.31587282,68.83192187,1017.047432,-31.57,0.65,FALSE,,
39:59.3,22.46051728,22.33190373,68.88380255,1017.11397,-32.12,1.65,FALSE,,
39:59.5,22.44449531,22.31587282,68.87006943,1017.084787,-31.88,0.41,FALSE,,
39:59.6,22.43114366,22.33190373,68.88838025,1017.121441,-32.18,0.23,FALSE,,
39:59.8,22.44449531,22.33190373,68.82429236,1017.128913,-32.24,0,FALSE,,
39:59.9,22.46051728,22.31587282,68.90211337,1017.088523,-31.91,0.02,FALSE,,
40:00.1,22.44449531,22.31587282,68.83192187,1017.103465,-32.03,0.34,FALSE,,
40:00.2,22.44449531,22.31587282,68.8517586,1017.081052,-31.85,1.76,FALSE,,
40:00.4,22.43114366,22.32388847,68.84107729,1017.104983,-32.05,0.63,FALSE,,
40:00.6,22.46051728,22.32388847,68.85481041,1017.104983,-32.05,0.57,FALSE,,
40:00.7,22.43114366,22.31587282,68.86854353,1017.122143,-32.19,0.38,FALSE,,
40:00.9,22.43114366,22.33190373,68.85633631,1017.162534,-32.52,0,FALSE,,
40:01.0,22.46051728,22.31587282,68.85481041,1017.084787,-31.88,0.05,FALSE,,
40:01.2,22.44449531,22.31587282,68.81513695,1017.062374,-31.69,0.71,FALSE,,
40:01.3,22.44449531,22.33190373,68.84260319,1017.14012,-32.34,1.68,FALSE,,
40:01.5,22.46051728,22.31587282,68.81818875,1017.066109,-31.72,1.71,FALSE,,
40:01.6,22.44449531,22.33190373,68.81513695,1017.147591,-32.4,1.56,FALSE,,
40:01.8,22.43114366,22.31587282,68.82887007,1017.054903,-31.63,0.41,FALSE,,
40:01.9,22.43114366,22.33190373,68.81361105,1017.110234,-32.09,0,FALSE,,
40:02.1,22.43114366,22.31587282,68.81361105,1017.069845,-31.75,0.14,FALSE,,
40:02.2,22.44449531,22.33190373,68.79530022,1017.151327,-32.43,0.5,FALSE,,
40:02.4,22.41779202,22.31587282,68.76935988,1017.073581,-31.78,1.65,FALSE,,
40:02.5,22.43114366,22.33190373,68.82887007,1017.080348,-31.84,1.71,FALSE,,
40:02.7,22.43114366,22.31587282,68.81361105,1017.066109,-31.72,1.58,FALSE,,
40:02.8,22.44449531,22.31587282,68.81513695,1017.077316,-31.82,0.71,FALSE,,
40:03.0,22.41779202,22.31587282,68.79072251,1017.032489,-31.44,0,FALSE,,
40:03.1,22.43114366,22.32388847,68.73731594,1017.119925,-32.17,0.09,FALSE,,
40:03.3,22.41779202,22.33190373,68.79072251,1017.11397,-32.12,0.5,FALSE,,
40:03.4,22.46051728,22.31587282,68.77241169,1017.081052,-31.85,1.65,FALSE,,
40:03.6,22.43114366,22.31587282,68.77393759,1017.073581,-31.78,1.71,FALSE,,
40:03.8,22.44449531,22.31587282,68.79530022,1017.081052,-31.85,1.26,FALSE,,
40:03.9,22.41779202,22.31587282,68.75104906,1017.122143,-32.19,0,FALSE,,
40:04.1,22.43114366,22.31587282,68.7815671,1017.077316,-31.82,0.11,FALSE,,
40:04.2,22.41779202,22.3078568,68.79072251,1017.072062,-31.77,0.59,FALSE,,
40:04.4,22.44449531,22.31587282,68.74036774,1017.088523,-31.91,0.46,FALSE,,
40:04.5,22.41779202,22.33190373,68.76325628,1017.121441,-32.18,1.65,FALSE,,
40:04.7,22.43114366,22.31587282,68.73731594,1017.09973,-32,1.45,FALSE,,
40:04.8,22.44449531,22.31587282,68.76783398,1017.066109,-31.72,0.05,FALSE,,
40:05.0,22.43114366,22.32388847,68.75410086,1017.112454,-32.11,0,FALSE,,
40:05.1,22.44449531,22.31587282,68.75562676,1017.125879,-32.22,0.11,FALSE,,
40:05.3,22.44449531,22.31587282,68.74036774,1017.122143,-32.19,0.76,FALSE,,
40:05.4,22.40444038,22.31587282,68.7129015,1017.129614,-32.25,1.76,FALSE,,
40:05.6,22.44449531,22.31587282,68.75562676,1017.103465,-32.03,1.65,FALSE,,
40:05.7,22.43114366,22.31587282,68.74494545,1017.122143,-32.19,1.26,FALSE,,
40:05.9,22.46051728,22.3078568,68.73273823,1017.113152,-32.11,0,FALSE,,
40:06.0,22.44449531,22.31587282,68.72816052,1017.092258,-31.94,0,FALSE,,
40:06.2,22.44449531,22.3078568,68.72816052,1017.09821,-31.99,0.34,FALSE,,
40:06.3,22.43114366,22.31587282,68.73731594,1017.107201,-32.06,1.71,FALSE,,
40:06.5,22.44449531,22.31587282,68.7098497,1017.103465,-32.03,0.46,FALSE,,
40:06.7,22.44449531,22.31587282,68.72816052,1017.144556,-32.37,1.03,FALSE,,
40:06.8,22.43114366,22.31587282,68.69916838,1017.137085,-32.31,0,FALSE,,
40:07.0,22.46051728,22.31587282,68.70374609,1017.095994,-31.97,0.46,FALSE,,
40:07.1,22.46051728,22.3078568,68.69611658,1017.105681,-32.05,0.14,FALSE,,
40:07.3,22.40444038,22.31587282,68.7129015,1017.09973,-32,1.1,FALSE,,
40:07.4,22.43114366,22.29984039,68.69916838,1017.06307,-31.7,0.46,FALSE,,
40:07.6,22.44449531,22.3078568,68.68085756,1017.128094,-32.24,0.82,FALSE,,
40:07.7,22.44449531,22.31587282,68.68085756,1017.122143,-32.19,1.44,FALSE,,
40:07.9,22.43114366,22.29984039,68.69001297,1017.078012,-31.82,0.46,FALSE,,
40:08.0,22.41779202,22.3078568,68.66712444,1017.094475,-31.96,0,FALSE,,
40:08.2,22.44449531,22.3078568,68.70069429,1017.09821,-31.99,0.12,FALSE,,
40:08.3,22.43114366,22.31587282,68.70527199,1017.144556,-32.37,1.56,FALSE,,
40:08.5,22.43114366,22.31587282,68.69001297,1017.140821,-32.34,1.71,FALSE,,
40:08.6,22.44449531,22.3078568,68.68085756,1017.079533,-31.83,1.61,FALSE,,
40:08.8,22.41779202,22.3078568,68.64881361,1017.139301,-32.33,0.46,FALSE,,
40:08.9,22.43114366,22.28380642,68.66865034,1017.037612,-31.49,0,FALSE,,
40:09.1,22.43114366,22.29984039,68.67780575,1017.134043,-32.29,0,FALSE,,
40:09.2,22.43114366,22.3078568,68.66865034,1017.128094,-32.24,0.46,FALSE,,
40:09.4,22.44449531,22.3078568,68.68085756,1017.128094,-32.24,0.7,FALSE,,
40:09.5,22.44449531,22.29984039,68.68085756,1017.066806,-31.73,1.71,FALSE,,
40:09.7,22.43114366,22.29182359,68.66254673,1017.117578,-32.15,1.58,FALSE,,
40:09.8,22.43114366,22.3078568,68.65033951,1017.13183,-32.27,0.76,FALSE,,
40:10.0,22.44449531,22.29182359,68.66407263,1017.102637,-32.03,0,FALSE,,
40:10.2,22.43114366,22.29182359,68.66254673,1017.080225,-31.84,0,FALSE,,
40:10.3,22.41779202,22.29984039,68.65796902,1017.100424,-32.01,0.2,FALSE,,
40:10.5,22.43114366,22.29984039,68.67780575,1017.111631,-32.1,0.62,FALSE,,
40:10.6,22.44449531,22.29182359,68.66407263,1017.095166,-31.96,1.76,FALSE,,
40:10.8,22.44449531,22.29182359,68.6442359,1017.106372,-32.06,1.65,FALSE,,
40:10.9,22.43114366,22.3078568,68.6411841,1017.105681,-32.05,0.23,FALSE,,
40:11.1,22.44449531,22.29182359,68.6442359,1017.076489,-31.81,0,FALSE,,
40:11.2,22.44449531,22.29182359,68.6442359,1017.095166,-31.96,0,FALSE,,
40:11.4,22.44449531,22.29984039,68.62592508,1017.111631,-32.1,0.2,FALSE,,
40:11.5,22.43114366,22.29182359,68.66254673,1017.095166,-31.96,1.24,FALSE,,
40:11.7,22.44449531,22.29182359,68.70069429,1017.113843,-32.12,0.66,FALSE,,
40:11.8,22.44449531,22.29984039,68.62592508,1017.14525,-32.38,1.65,FALSE,,
40:12.0,22.43114366,22.29182359,68.66254673,1017.080225,-31.84,1.25,FALSE,,
40:12.1,22.41779202,22.29182359,68.6396582,1017.065283,-31.72,0,FALSE,,
40:12.3,22.43114366,22.29182359,68.6411841,1017.061548,-31.68,0,FALSE,,
40:12.4,22.44449531,22.29182359,68.63508049,1017.113843,-32.12,0.14,FALSE,,
40:12.6,22.41779202,22.29182359,68.62745098,1017.072754,-31.78,0.96,FALSE,,
40:12.7,22.43114366,22.29182359,68.62287327,1017.106372,-32.06,0.46,FALSE,,
40:12.9,22.43114366,22.29182359,68.6411841,1017.13252,-32.27,1.65,FALSE,,
40:13.0,22.41779202,22.29182359,68.62745098,1017.087695,-31.9,1.47,FALSE,,
40:13.2,22.40444038,22.29182359,68.61676967,1017.046606,-31.56,0.04,FALSE,,
40:13.4,22.43114366,22.29182359,68.62287327,1017.125049,-32.21,0.44,FALSE,,
40:13.5,22.43114366,22.29182359,68.60303655,1017.087695,-31.9,0.09,FALSE,,
40:13.7,22.43114366,22.28380642,68.6411841,1017.060024,-31.67,0.32,FALSE,,
40:13.8,22.41779202,22.29182359,68.62745098,1017.117578,-32.15,1.71,FALSE,,
40:14.0,22.41779202,22.28380642,68.61829557,1017.056288,-31.64,1.26,FALSE,,
40:14.1,22.43114366,22.28380642,68.62287327,1017.060024,-31.67,0,FALSE,,
40:14.3,22.41779202,22.28380642,68.59998474,1017.093641,-31.95,0,FALSE,,
40:14.4,22.40444038,22.28380642,68.6442359,1017.082435,-31.86,0.02,FALSE,,
40:14.6,22.43114366,22.28380642,68.62287327,1017.067494,-31.73,0.93,FALSE,,
40:14.7,22.43114366,22.29182359,68.60303655,1017.095166,-31.96,1.74,FALSE,,
40:14.9,22.40444038,22.28380642,68.60761425,1017.086171,-31.89,1.65,FALSE,,
40:15.0,22.40444038,22.29182359,68.58930343,1017.13252,-32.27,0.58,FALSE,,
40:15.2,22.40444038,22.28380642,68.59845884,1017.086171,-31.89,0.24,FALSE,,
40:15.3,22.44449531,22.28380642,68.62592508,1017.130994,-32.26,0,FALSE,,
40:15.5,22.41779202,22.29984039,68.61829557,1017.119102,-32.16,0.2,FALSE,,
40:15.6,22.43114366,22.29182359,68.57557031,1017.102637,-32.03,1,FALSE,,
40:15.8,22.41779202,22.28380642,68.59998474,1017.060024,-31.67,1.74,FALSE,,
40:15.9,22.43114366,22.29182359,68.59388113,1017.106372,-32.06,0.46,FALSE,,
