time,temp31,temp180,humi,pressure,altitude,smoke,fire_alarm
00:43:42.724778,22.62874799725337,22.532161542610574,65.92660410467688,1016.2991471321149,-25.35,0.58,False
00:43:42.877514,22.642099641412983,22.51614965472594,65.90829327840085,1016.2401774055744,-24.86,0.58,False
00:43:43.029968,22.642099641412983,22.524155788110907,65.95864805065995,1016.226683711747,-24.75,0.59,False
00:43:43.182383,22.62874799725337,22.524155788110907,65.94796673533226,1016.2378956125505,-24.85,0.70,False
00:43:43.334766,22.642099641412983,22.524155788110907,65.96780346379796,1016.2192091118263,-24.69,0.48,False
00:43:43.487045,22.642099641412983,22.524155788110907,65.94949263752193,1016.226683711747,-24.75,0.58,False
00:43:43.639372,22.62874799725337,22.532161542610574,65.9357595178149,1016.2169250221646,-24.67,0.57,False
00:43:43.791795,22.655451285572596,22.532161542610574,65.95254444190127,1016.2356118601067,-24.83,0.58,False
00:43:43.944179,22.642099641412983,22.540166918347534,65.92965590905622,1016.2819128183899,-25.21,0.58,False
00:43:44.096566,22.642099641412983,22.532161542610574,65.93881132219424,1016.2281371245607,-24.76,3.43,False
00:43:44.248939,22.61539635309377,22.532161542610574,65.90371557183184,1016.205712920875,-24.58,0.57,False
00:43:44.401249,22.655451285572596,22.532161542610574,65.9205004959182,1016.1982381872974,-24.52,0.58,False
00:43:44.553611,22.655451285572596,22.532161542610574,65.94033722438391,1016.1870260878535,-24.42,0.29,False
00:43:44.705890,22.655451285572596,22.532161542610574,65.94033722438391,1016.2243997569724,-24.73,0.50,False
00:43:44.859712,22.642099641412983,22.532161542610574,65.90829327840085,1016.149652431036,-24.11,0.29,False
00:43:45.012865,22.61539635309377,22.532161542610574,65.92507820248721,1016.1459150660309,-24.08,0.58,False
00:43:45.165363,22.655451285572596,22.532161542610574,65.9708552681773,1016.1982381872974,-24.52,0.57,False
00:43:45.317676,22.642099641412983,22.54817191544435,65.91744869153887,1016.2459884905428,-24.91,0.58,False
00:43:45.470109,22.642099641412983,22.54817191544435,65.94949263752193,1016.2609385045918,-25.04,0.58,False
00:43:45.622278,22.642099641412983,22.540166918347534,65.92965590905622,1016.2109015388138,-24.62,0.29,False
00:43:45.776278,22.655451285572596,22.54817191544435,65.96169985503929,1016.2609385045918,-25.04,0.57,False
00:43:45.929845,22.642099641412983,22.55617653402351,65.92965590905622,1016.2735997013723,-25.14,0.58,False
00:43:46.082097,22.642099641412983,22.54817191544435,65.90829327840085,1016.2497259938705,-24.94,0.58,False
00:43:46.234418,22.642099641412983,22.532161542610574,65.91744869153887,1016.1795513555057,-24.36,0.58,False
00:43:46.386584,22.642099641412983,22.532161542610574,65.90829327840085,1016.2318744922724,-24.8,0.57,False
00:43:46.538964,22.642099641412983,22.55617653402351,65.95864805065995,1016.303500278788,-25.39,0.29,False
00:43:46.692743,22.642099641412983,22.54817191544435,65.92965590905622,1016.2459884905428,-24.91,0.58,False
00:43:46.846335,22.642099641412983,22.540166918347534,65.88845654993514,1016.2183764082567,-24.68,0.57,False
00:43:46.998780,22.642099641412983,22.54817191544435,65.92965590905622,1016.2497259938705,-24.94,0.50,False
00:43:47.150933,22.642099641412983,22.540166918347534,65.91744869153887,1016.270700508136,-25.12,0.58,False
00:43:47.303283,22.642099641412983,22.54817191544435,65.88845654993514,1016.257201000895,-25.01,0.57,False
00:43:47.455718,22.642099641412983,22.540166918347534,65.89913786526283,1016.270700508136,-25.12,0.58,False
00:43:47.609677,22.642099641412983,22.532161542610574,65.8701457236591,1016.2318744922724,-24.8,0.58,False
00:43:47.762861,22.642099641412983,22.540166918347534,65.89913786526283,1016.2071641042768,-24.59,0.59,False
00:43:47.915041,22.642099641412983,22.540166918347534,65.87930113679712,1016.2221138431628,-24.71,0.58,False
00:43:48.067510,22.655451285572596,22.540166918347534,65.88998245212481,1016.2258512781918,-24.75,1.17,False
00:43:48.220000,22.642099641412983,22.54817191544435,65.88845654993514,1016.2609385045918,-25.04,0.57,False
00:43:48.372430,22.61539635309377,22.55617653402351,65.91287098496986,1016.2922875613344,-25.3,0.17,False
00:43:48.524763,22.642099641412983,22.55617653402351,65.88845654993514,1016.2960251336959,-25.33,0.58,False
00:43:48.676986,22.642099641412983,22.55617653402351,65.90829327840085,1016.281074844988,-25.2,0.57,False
00:43:48.829405,22.62874799725337,22.54817191544435,65.87624933241779,1016.2497259938705,-24.94,0.58,False
00:43:48.981745,22.642099641412983,22.56418077420746,65.92965590905622,1016.3124229619025,-25.46,0.58,False
00:43:49.134236,22.62874799725337,22.540166918347534,65.90676737621118,1016.2520133268397,-24.96,0.29,False
00:43:49.286708,22.642099641412983,22.54817191544435,65.88845654993514,1016.2385134842564,-24.85,0.47,False
00:43:49.439340,22.62874799725337,22.55617653402351,65.85641260395208,1016.3109754243721,-25.45,0.57,False
00:43:49.591830,22.642099641412983,22.540166918347534,65.87930113679712,1016.2482758909496,-24.93,0.58,False
00:43:49.744066,22.642099641412983,22.55617653402351,65.87930113679712,1016.2773372731186,-25.17,0.57,False
00:43:49.896358,22.62874799725337,22.55617653402351,65.89761196307316,1016.2586494156172,-25.02,0.58,False
00:43:50.048568,22.62874799725337,22.55617653402351,65.89761196307316,1016.2474367025925,-24.93,0.06,False
00:43:50.200941,22.642099641412983,22.54817191544435,65.85793850614175,1016.2534634973213,-24.98,0.57,False
00:43:50.353437,22.62874799725337,22.540166918347534,65.87624933241779,1016.1884769334373,-24.44,0.57,False
00:43:50.505760,22.642099641412983,22.55617653402351,65.85793850614175,1016.2362239906752,-24.83,0.57,False
00:43:50.659226,22.62874799725337,22.55617653402351,65.86709391927977,1016.2362239906752,-24.83,0.29,False
00:43:50.811743,22.642099641412983,22.55617653402351,65.82894636453803,1016.254911844486,-24.99,0.57,False
00:43:50.964241,22.642099641412983,22.540166918347534,65.87930113679712,1016.1660523324895,-24.25,0.57,False
00:43:51.116628,22.642099641412983,22.55617653402351,65.83810177767604,1016.2175361399403,-24.68,0.57,False
00:43:51.269199,22.62874799725337,22.56418077420746,65.82589456015869,1016.2600960073852,-25.03,0.57,False
00:43:51.421654,22.642099641412983,22.56418077420746,65.83810177767604,1016.2862594816295,-25.25,0.57,False
00:43:51.574063,22.62874799725337,22.55617653402351,65.82589456015869,1016.2137985701623,-24.65,0.29,False
00:43:51.726277,22.642099641412983,22.56418077420746,65.83810177767604,1016.2787842026588,-25.19,0.57,False
00:43:51.878409,22.655451285572596,22.55617653402351,65.84267948424505,1016.2511742734777,-24.96,0.58,False
00:43:52.030602,22.642099641412983,22.55617653402351,65.80758373388265,1016.202585861567,-24.55,0.57,False
00:43:52.183743,22.655451285572596,22.56418077420746,65.82131685358968,1016.2638336461938,-25.06,0.30,False
00:43:52.336262,22.655451285572596,22.5721846361186,65.84267948424505,1016.2802293095951,-25.2,0.57,False
00:43:52.488523,22.642099641412983,22.56418077420746,65.80758373388265,1016.2526207301371,-24.97,1.15,False
00:43:52.640656,22.642099641412983,22.56418077420746,65.81979095140001,1016.275046563358,-25.15,0.57,False
00:43:52.792922,22.642099641412983,22.55617653402351,65.81979095140001,1016.2250112798652,-24.74,0.50,False
00:43:52.945222,22.61539635309377,22.55617653402351,65.82436865796902,1016.2362239906752,-24.83,0.60,False
