time,temp31,temp180,humi,pressure,altitude,smoke,fire_alarm,,
56:24.5,23.221561,22.76416416,63.11436637,1016.336802,-25.67,1.62,FALSE,,
56:24.7,23.20820935,22.76416416,63.15251392,1016.374195,-25.98,1.51,FALSE,,
56:24.8,23.19485771,22.76416416,63.12962539,1016.463939,-26.72,0.31,FALSE,,
56:25.0,23.221561,22.76416416,63.14335851,1016.385413,-26.07,0,FALSE,,
56:25.1,23.19485771,22.78015267,63.1387808,1016.433087,-26.47,0.14,FALSE,,
56:25.3,23.19485771,22.76416416,63.16929885,1016.377935,-26.01,0.73,FALSE,,
56:25.5,23.17883574,22.74817414,63.14793622,1016.307822,-25.43,1.63,FALSE,,
56:25.6,23.20820935,22.74817414,63.17082475,1016.304083,-25.4,1.58,FALSE,,
56:25.8,23.19485771,22.75616934,63.16929885,1016.369053,-25.94,0.44,FALSE,,
56:25.9,23.19485771,22.75616934,63.16929885,1016.316704,-25.5,3.47,FALSE,,
56:26.1,23.19485771,22.75616934,63.17998016,1016.324182,-25.56,0,FALSE,,
56:26.2,23.17883574,22.75616934,63.18760967,1016.376532,-26,0,FALSE,,
56:26.4,23.19485771,22.74817414,63.21965362,1016.333996,-25.64,0.22,FALSE,,
56:26.5,23.15213245,22.74017857,63.17082475,1016.328852,-25.6,0.44,FALSE,,
56:26.7,23.19485771,22.74817414,63.20134279,1016.333996,-25.64,1.62,FALSE,,
56:26.8,23.17883574,22.74817414,63.21660182,1016.382606,-26.05,0.43,FALSE,,
56:27.0,23.19485771,22.74017857,63.23949035,1016.37746,-26.01,0.41,FALSE,,
56:27.1,23.15213245,22.73218263,63.21049821,1016.327445,-25.59,0,FALSE,,
56:27.3,23.19485771,22.74017857,63.21965362,1016.388678,-26.1,0.27,FALSE,,
56:27.4,23.16548409,22.73218263,63.21202411,1016.38353,-26.06,1.41,FALSE,,
56:27.6,23.17883574,22.74817414,63.25627527,1016.405041,-26.23,0.44,FALSE,,
56:27.7,23.17883574,22.74017857,63.23491264,1016.399895,-26.19,1.54,FALSE,,
56:27.9,23.16548409,22.74817414,63.24254215,1016.40878,-26.27,0.82,FALSE,,
56:28.0,23.16548409,22.73218263,63.24254215,1016.353618,-25.81,0,FALSE,,
56:28.2,23.17883574,22.7241863,63.25627527,1016.307341,-25.42,0.09,FALSE,,
56:28.3,23.19485771,22.73218263,63.24864576,1016.361096,-25.87,0.61,FALSE,,
56:28.5,23.16548409,22.73218263,63.25322347,1016.319966,-25.53,1.62,FALSE,,
56:28.7,23.16548409,22.7241863,63.25322347,1016.326035,-25.58,1.62,FALSE,,
56:28.8,23.16548409,22.7241863,63.24254215,1016.31108,-25.45,1.45,FALSE,,
56:29.0,23.16548409,22.7241863,63.25322347,1016.314819,-25.48,0,FALSE,,
56:29.1,23.15213245,22.74017857,63.25169757,1016.317634,-25.51,0.17,FALSE,,
56:29.3,23.16548409,22.73218263,63.26237888,1016.312488,-25.47,1.03,FALSE,,
56:29.4,23.16548409,22.73218263,63.24254215,1016.334923,-25.65,2.49,FALSE,,
56:29.6,23.17883574,22.74817414,63.25627527,1016.382606,-26.05,1.62,FALSE,,
56:29.7,23.16548409,22.7241863,63.29289693,1016.329774,-25.61,1.41,FALSE,,
56:29.9,23.16548409,22.74817414,63.29289693,1016.419998,-26.36,0,FALSE,,
56:30.0,23.17883574,22.7241863,63.25627527,1016.314819,-25.48,0.2,FALSE,,
56:30.2,23.16548409,22.73218263,63.29289693,1016.379791,-26.02,1.14,FALSE,,
56:30.3,23.15213245,22.7241863,63.28984512,1016.355947,-25.83,0.82,FALSE,,
56:30.5,23.16548409,22.74017857,63.30357824,1016.3812,-26.04,1.58,FALSE,,
56:30.6,23.15213245,22.7241863,63.28984512,1016.34473,-25.73,1.33,FALSE,,
56:30.8,23.1387808,22.7241863,63.27916381,1016.385859,-26.07,0.05,FALSE,,
56:30.9,23.16548409,22.71618961,63.32188907,1016.358275,-25.85,0,FALSE,,
56:31.1,23.16548409,22.7241863,63.28374151,1016.359686,-25.86,0.11,FALSE,,
56:31.2,23.15213245,22.7241863,63.32036316,1016.378381,-26.01,0.6,FALSE,,
56:31.4,23.16548409,22.7241863,63.28374151,1016.378381,-26.01,1.56,FALSE,,
56:31.6,23.15213245,22.7241863,63.32036316,1016.367164,-25.92,1.58,FALSE,,
56:31.7,23.12275883,22.7241863,63.28526741,1016.348469,-25.76,1.44,FALSE,,
56:31.9,23.15213245,22.7241863,63.32036316,1016.367164,-25.92,0.09,FALSE,,
56:32.0,23.16548409,22.71618961,63.31273365,1016.328364,-25.6,0,FALSE,,
56:32.2,23.1387808,22.7241863,63.30815595,1016.370903,-25.95,0.16,FALSE,,
56:32.3,23.15213245,22.71618961,63.33104448,1016.354536,-25.81,0.62,FALSE,,
56:32.5,23.1387808,22.7241863,63.32951858,1016.333513,-25.64,1.65,FALSE,,
56:32.6,23.1387808,22.7241863,63.33867399,1016.314819,-25.48,1.62,FALSE,,
56:32.8,23.1387808,22.7241863,63.30815595,1016.31108,-25.45,1.47,FALSE,,
56:32.9,23.1387808,22.7241863,63.30815595,1016.363425,-25.89,0.34,FALSE,,
56:33.1,23.10940719,22.7241863,63.33104448,1016.385859,-26.07,0,FALSE,,
56:33.2,23.15213245,22.70019508,63.33104448,1016.273193,-25.14,0.17,FALSE,,
56:33.4,23.1387808,22.71618961,63.31731136,1016.365753,-25.91,0.8,FALSE,,
56:33.5,23.12275883,22.70819253,63.29747463,1016.345645,-25.74,1.65,FALSE,,
56:33.7,23.1387808,22.71618961,63.34935531,1016.365753,-25.91,1.62,FALSE,,
56:33.8,23.1387808,22.70019508,63.33867399,1016.303103,-25.39,1.45,FALSE,,
56:34.0,23.15213245,22.71618961,63.36156252,1016.365753,-25.91,0.27,FALSE,,
56:34.1,23.12275883,22.70019508,63.35393301,1016.336753,-25.67,0,FALSE,,
56:34.3,23.1387808,22.71618961,63.36766613,1016.347058,-25.75,0.14,FALSE,,
56:34.4,23.10940719,22.70019508,63.36156252,1016.28441,-25.23,0.38,FALSE,,
56:34.6,23.10940719,22.7241863,63.36156252,1016.359686,-25.86,1.53,FALSE,,
56:34.8,23.10940719,22.70019508,63.36156252,1016.288148,-25.26,1.65,FALSE,,
56:34.9,23.10940719,22.71618961,63.37224384,1016.347058,-25.75,1.51,FALSE,,
56:35.1,23.1387808,22.70019508,63.33867399,1016.288148,-25.26,0.55,FALSE,,
56:35.2,23.10940719,22.71618961,63.39055467,1016.362014,-25.88,0,FALSE,,
56:35.4,23.12275883,22.71618961,63.37529564,1016.324625,-25.57,0.06,FALSE,,
56:35.5,23.1387808,22.71618961,63.38902876,1016.369492,-25.94,0.21,FALSE,,
56:35.7,23.12275883,22.71618961,63.37529564,1016.335841,-25.66,1.23,FALSE,,
56:35.8,23.09605554,22.7241863,63.37071794,1016.374642,-25.98,1.71,FALSE,,
56:36.0,23.10940719,22.7241863,63.36156252,1016.367164,-25.92,1.51,FALSE,,
56:36.1,23.10940719,22.7241863,63.37224384,1016.359686,-25.86,0,FALSE,,
56:36.3,23.1387808,22.71618961,63.37987335,1016.317147,-25.5,0.06,FALSE,,
56:36.4,23.12275883,22.7241863,63.39360647,1016.374642,-25.98,0.19,FALSE,,
56:36.6,23.10940719,22.7241863,63.39055467,1016.355947,-25.83,0.58,FALSE,,
56:36.7,23.12275883,22.7241863,63.4134432,1016.348469,-25.76,1.68,FALSE,,
56:36.9,23.1387808,22.7241863,63.4180209,1016.355947,-25.83,1.51,FALSE,,
56:37.0,23.12275883,22.7241863,63.45464256,1016.367164,-25.92,0.75,FALSE,,
56:37.2,23.10940719,22.7241863,63.45311666,1016.337252,-25.67,0,FALSE,,
56:37.3,23.12275883,22.7241863,63.4134432,1016.34473,-25.73,0.06,FALSE,,
56:37.5,23.12275883,22.7241863,63.4134432,1016.393337,-26.14,0.21,FALSE,,
56:37.6,23.12275883,22.71618961,63.4134432,1016.343319,-25.72,1.33,FALSE,,
56:37.8,23.10940719,22.71618961,63.42259861,1016.358275,-25.85,1.68,FALSE,,
56:38.0,23.09605554,22.71618961,63.43938354,1016.335841,-25.66,1.58,FALSE,,
56:38.1,23.10940719,22.7241863,63.45311666,1016.370903,-25.95,0.72,FALSE,,
56:38.3,23.09605554,22.7241863,63.40886549,1016.378381,-26.01,0.06,FALSE,,
56:38.4,23.10940719,22.71618961,63.47142748,1016.350797,-25.78,0.03,FALSE,,
56:38.6,23.09605554,22.7241863,63.43022812,1016.374642,-25.98,0.89,FALSE,,
56:38.7,23.12275883,22.7241863,63.46379797,1016.359686,-25.86,1.62,FALSE,,
56:38.9,23.10940719,22.70819253,63.46227207,1016.356862,-25.83,1.62,FALSE,,
56:39.0,23.10940719,22.70019508,63.4821088,1016.310581,-25.45,1.44,FALSE,,
56:39.2,23.10940719,22.7241863,63.4821088,1016.378381,-26.01,0.14,FALSE,,
56:39.3,23.09605554,22.71618961,63.46837568,1016.421837,-26.37,0,FALSE,,
56:39.5,23.06668193,22.70019508,63.47295338,1016.325536,-25.57,0.14,FALSE,,
56:39.6,23.09605554,22.71618961,63.48058289,1016.354536,-25.81,0.69,FALSE,,
56:39.8,23.08003357,22.69219726,63.47753109,1016.290471,-25.28,0.82,FALSE,,
56:39.9,23.10940719,22.70019508,63.49126421,1016.325536,-25.57,1.54,FALSE,,
56:40.1,23.09605554,22.70019508,63.45922026,1016.340491,-25.7,0.8,FALSE,,
56:40.2,23.06668193,22.70019508,63.4821088,1016.329275,-25.6,0,FALSE,,
56:40.4,23.09605554,22.70019508,63.48973831,1016.34423,-25.73,0.06,FALSE,,
56:40.5,23.08003357,22.70019508,63.47753109,1016.366663,-25.92,0.21,FALSE,,
56:40.7,23.10940719,22.70019508,63.51262684,1016.318059,-25.51,1.23,FALSE,,
56:40.8,23.06668193,22.70019508,63.44396124,1016.370402,-25.95,1.68,FALSE,,
56:41.0,23.08003357,22.70019508,63.4866865,1016.336753,-25.67,0.44,FALSE,,
56:41.2,23.09605554,22.70019508,63.46837568,1016.333014,-25.64,1.03,FALSE,,
56:41.3,23.08003357,22.70019508,63.47753109,1016.351708,-25.79,0,FALSE,,
56:41.5,23.08003357,22.70019508,63.45769436,1016.347969,-25.76,0,FALSE,,
56:41.6,23.09605554,22.69219726,63.45922026,1016.316642,-25.5,0.17,FALSE,,
56:41.8,23.08003357,22.69219726,63.44853895,1016.335336,-25.66,0.85,FALSE,,
56:41.9,23.10940719,22.70019508,63.49126421,1016.359185,-25.85,1.62,FALSE,,
56:42.1,23.08003357,22.70019508,63.49584192,1016.37414,-25.98,1.56,FALSE,,
56:42.2,23.09605554,22.70019508,63.53093767,1016.340491,-25.7,1.47,FALSE,,
56:42.4,23.10940719,22.70819253,63.54161898,1016.39425,-26.14,0.41,FALSE,,
56:42.5,23.08003357,22.70019508,63.51720455,1016.347969,-25.76,0,FALSE,,
56:42.7,23.05333028,22.69219726,63.50957504,1016.365246,-25.9,0.06,FALSE,,
56:42.8,23.08003357,22.70019508,63.5553521,1016.347969,-25.76,0.2,FALSE,,
56:43.0,23.06668193,22.69219726,63.51262684,1016.357768,-25.84,1.26,FALSE,,
56:43.1,23.08003357,22.68419905,63.54619669,1016.296531,-25.33,1.68,FALSE,,
56:43.3,23.08003357,22.69219726,63.54619669,1016.376462,-26,1.58,FALSE,,
56:43.4,23.09605554,22.67620047,63.53093767,1016.24651,-24.92,0.22,FALSE,,
56:43.6,23.08003357,22.69219726,63.52635996,1016.35403,-25.81,0,FALSE,,
56:43.7,23.06668193,22.67620047,63.51262684,1016.306327,-25.41,0,FALSE,,
56:43.9,23.06668193,22.69219726,63.53246357,1016.383939,-26.06,0.17,FALSE,,
56:44.0,23.08003357,22.67620047,63.5553521,1016.27268,-25.13,0.92,FALSE,,
56:44.2,23.06668193,22.69219726,63.54161898,1016.372723,-25.97,2.47,FALSE,,
56:44.4,23.08003357,22.67620047,63.5553521,1016.283896,-25.23,1.54,FALSE,,
56:44.5,23.06668193,22.67620047,63.5538262,1016.291373,-25.29,0,FALSE,,
56:44.7,23.10940719,22.67620047,63.5507744,1016.332497,-25.63,0,FALSE,,
56:44.8,23.08003357,22.67620047,63.58587015,1016.317543,-25.51,0.05,FALSE,,
56:45.0,23.05333028,22.69219726,63.5507744,1016.368984,-25.93,0.8,FALSE,,
56:45.1,23.06668193,22.68419905,63.54161898,1016.341395,-25.71,1.63,FALSE,,
56:45.3,23.06668193,22.68419905,63.53246357,1016.307747,-25.43,1.62,FALSE,,
56:45.4,23.09605554,22.69219726,63.53093767,1016.368984,-25.93,1.45,FALSE,,
56:45.6,23.08003357,22.67620047,63.53551537,1016.32502,-25.57,0.5,FALSE,,
56:45.7,23.09605554,22.67620047,63.54009308,1016.317543,-25.51,0,FALSE,,
56:45.9,23.06668193,22.67620047,63.52330816,1016.313804,-25.48,0.01,FALSE,,
56:46.0,23.08003357,22.69219726,63.54619669,1016.357768,-25.84,0.44,FALSE,,
56:46.2,23.06668193,22.67620047,63.53246357,1016.291373,-25.29,1.65,FALSE,,
56:46.3,23.06668193,22.67620047,63.54161898,1016.287634,-25.26,1.65,FALSE,,
56:46.5,23.05333028,22.66820152,63.53093767,1016.323598,-25.56,1.51,FALSE,,
56:46.6,23.06668193,22.69219726,63.51262684,1016.406372,-26.25,0.69,FALSE,,
56:46.8,23.06668193,22.67620047,63.5538262,1016.302589,-25.38,0,FALSE,,
56:46.9,23.06668193,22.67620047,63.53246357,1016.291373,-25.29,0.34,FALSE,,
56:47.1,23.05333028,22.67620047,63.5507744,1016.291373,-25.29,1.45,FALSE,,
56:47.2,23.06668193,22.67620047,63.53246357,1016.313804,-25.48,1.65,FALSE,,
56:47.4,23.05333028,22.68419905,63.52178225,1016.337656,-25.67,1.56,FALSE,,
56:47.6,23.06668193,22.68419905,63.52330816,1016.360088,-25.86,1.06,FALSE,,
56:47.7,23.06668193,22.67620047,63.53246357,1016.287634,-25.26,0,FALSE,,
56:47.9,23.06668193,22.67620047,63.5538262,1016.366145,-25.91,0.32,FALSE,,
56:48.0,23.03997864,22.67620047,63.54924849,1016.37736,-26,1.33,FALSE,,
56:48.2,23.03997864,22.67620047,63.52788586,1016.339974,-25.69,0.84,FALSE,,
56:48.3,23.05333028,22.67620047,63.58129244,1016.321282,-25.54,1.61,FALSE,,
56:48.5,23.03997864,22.67620047,63.55840391,1016.354929,-25.82,0.66,FALSE,,
56:48.6,23.06668193,22.67620047,63.54161898,1016.317543,-25.51,0,FALSE,,
56:48.8,23.05333028,22.67620047,63.59044785,1016.366145,-25.91,0.11,FALSE,,
56:48.9,23.03997864,22.67620047,63.54924849,1016.366145,-25.91,0.62,FALSE,,
56:49.1,23.05333028,22.66820152,63.54009308,1016.327337,-25.59,1.62,FALSE,,
56:49.2,23.05333028,22.66820152,63.57213703,1016.331075,-25.62,1.65,FALSE,,
56:49.4,23.06668193,22.66020219,63.56298161,1016.28479,-25.24,1.04,FALSE,,
56:49.5,23.05333028,22.67620047,63.59044785,1016.381099,-26.04,0.11,FALSE,,
56:49.7,23.03997864,22.66820152,63.55840391,1016.334814,-25.65,0,FALSE,,
56:49.8,23.05333028,22.66820152,63.5507744,1016.331075,-25.62,0.2,FALSE,,
56:50.0,23.05333028,22.66820152,63.57213703,1016.304906,-25.4,1.65,FALSE,,
56:50.1,23.05333028,22.67620047,63.59044785,1016.388576,-26.1,1.66,FALSE,,
56:50.3,23.05333028,22.66820152,63.58129244,1016.360983,-25.87,1.51,FALSE,,
56:50.5,23.06668193,22.66820152,63.6224918,1016.31986,-25.53,0.3,FALSE,,
56:50.6,23.05333028,22.67620047,63.55992981,1016.32502,-25.57,0,FALSE,,
56:50.8,23.06668193,22.66020219,63.56298161,1016.296005,-25.33,0.05,FALSE,,
56:50.9,23.03997864,22.67620047,63.55840391,1016.336236,-25.66,0.52,FALSE,,
56:51.1,23.02395666,22.66820152,63.59502556,1016.342291,-25.71,1.65,FALSE,,
56:51.2,23.03997864,22.66820152,63.56908522,1016.327337,-25.59,1.65,FALSE,,
56:51.4,23.03997864,22.66820152,63.57824063,1016.301167,-25.37,1.51,FALSE,,
56:51.5,23.02395666,22.67620047,63.5553521,1016.328759,-25.6,0.26,FALSE,,
56:51.7,23.05333028,22.66020219,63.55992981,1016.322174,-25.55,0,FALSE,,
56:51.8,23.02395666,22.66820152,63.5553521,1016.364722,-25.9,0.09,FALSE,,
56:52.0,23.02395666,22.66820152,63.54619669,1016.331075,-25.62,0.23,FALSE,,
56:52.1,23.03997864,22.66820152,63.57824063,1016.353506,-25.81,0.62,FALSE,,
56:52.3,23.03997864,22.66820152,63.55840391,1016.327337,-25.59,1.62,FALSE,,
56:52.4,23.03997864,22.67620047,63.56908522,1016.358667,-25.85,1.51,FALSE,,
56:52.6,23.02395666,22.66820152,63.57671473,1016.353506,-25.81,0.62,FALSE,,
56:52.7,23.02395666,22.66820152,63.5553521,1016.346029,-25.74,0,FALSE,,
56:52.9,23.03997864,22.67620047,63.59960327,1016.343713,-25.72,0.09,FALSE,,
56:53.0,23.01060502,22.67620047,63.58129244,1016.35119,-25.79,0.24,FALSE,,
56:53.2,23.02395666,22.66820152,63.58587015,1016.349768,-25.78,1.35,FALSE,,
56:53.3,23.03997864,22.67620047,63.60875868,1016.366145,-25.91,1.68,FALSE,,
56:53.5,23.05333028,22.67620047,63.58129244,1016.339974,-25.69,1.56,FALSE,,
56:53.6,23.03997864,22.67620047,63.60875868,1016.321282,-25.54,0.93,FALSE,,
56:53.8,23.03997864,22.66820152,63.57824063,1016.334814,-25.65,0,FALSE,,
56:54.0,23.02395666,22.67620047,63.6240177,1016.35119,-25.79,0.03,FALSE,,
56:54.1,23.03997864,22.67620047,63.63775082,1016.369883,-25.94,0.2,FALSE,,
56:54.3,23.03997864,22.67620047,63.61791409,1016.328759,-25.6,1,FALSE,,
56:54.4,23.02395666,22.69219726,63.57671473,1016.35403,-25.81,1.65,FALSE,,
56:54.6,23.03997864,22.67620047,63.61791409,1016.321282,-25.54,1.58,FALSE,,
56:54.7,23.02395666,22.66820152,63.61486229,1016.237612,-24.84,0.93,FALSE,,
56:54.9,23.03997864,22.66820152,63.64995804,1016.31986,-25.53,0,FALSE,,
56:55.0,23.01060502,22.66820152,63.65148394,1016.301167,-25.37,0.03,FALSE,,
56:55.2,23.02395666,22.67620047,63.64538033,1016.317543,-25.51,0.21,FALSE,,
56:55.3,23.03997864,22.67620047,63.64995804,1016.29885,-25.35,1.1,FALSE,,
56:55.5,23.02395666,22.68419905,63.66369116,1016.341395,-25.71,1.68,FALSE,,
56:55.6,23.03997864,22.67620047,63.64995804,1016.321282,-25.54,1.58,FALSE,,
56:55.8,22.99725338,22.67620047,63.65911345,1016.313804,-25.48,1.41,FALSE,,
56:55.9,23.02395666,22.66020219,63.68352789,1016.288528,-25.27,0.17,FALSE,,
56:56.1,23.02395666,22.67620047,63.67437247,1016.358667,-25.85,0,FALSE,,
56:56.2,23.02395666,22.67620047,63.68352789,1016.354929,-25.82,0.24,FALSE,,
56:56.4,23.02395666,22.67620047,63.67437247,1016.336236,-25.66,1.12,FALSE,,
56:56.5,23.02395666,22.67620047,63.70489052,1016.328759,-25.6,1.68,FALSE,,
56:56.7,23.02395666,22.66820152,63.66369116,1016.301167,-25.37,1.62,FALSE,,
56:56.8,23.01060502,22.67620047,63.68200198,1016.306327,-25.41,1.64,FALSE,,
56:57.0,23.02395666,22.66820152,63.70489052,1016.353506,-25.81,0.32,FALSE,,
56:57.2,23.01060502,22.65220248,63.66063935,1016.287103,-25.25,0,FALSE,,
56:57.3,22.99725338,22.66820152,63.66979477,1016.304906,-25.4,0.04,FALSE,,
56:57.5,23.02395666,22.66020219,63.6957351,1016.273575,-25.14,0.24,FALSE,,
56:57.6,22.99725338,22.66020219,63.64995804,1016.281052,-25.2,0.77,FALSE,,
56:57.8,23.01060502,22.67620047,63.68200198,1016.369883,-25.94,1.65,FALSE,,
56:57.9,23.01060502,22.66820152,63.67284657,1016.297429,-25.34,0.77,FALSE,,
56:58.1,22.99725338,22.66020219,63.64995804,1016.310959,-25.45,0.85,FALSE,,
56:58.2,23.01060502,22.66820152,63.70183871,1016.334814,-25.65,0,FALSE,,
56:58.4,23.02395666,22.66020219,63.67437247,1016.307221,-25.42,0,FALSE,,
56:58.5,23.01060502,22.66020219,63.68200198,1016.344605,-25.73,0.03,FALSE,,
56:58.7,22.99725338,22.66020219,63.67895018,1016.314698,-25.48,0.88,FALSE,,
56:58.8,23.01060502,22.66020219,63.67284657,1016.314698,-25.48,1.65,FALSE,,
56:59.0,23.01060502,22.66820152,63.66063935,1016.357245,-25.84,1.62,FALSE,,
56:59.1,23.03997864,22.66020219,63.68810559,1016.322174,-25.55,1.3,FALSE,,
56:59.3,23.01060502,22.66820152,63.67284657,1016.323598,-25.56,0,FALSE,,
56:59.4,23.02395666,22.66020219,63.66369116,1016.277313,-25.17,0.11,FALSE,,
56:59.6,23.01060502,22.66820152,63.66063935,1016.353506,-25.81,0.3,FALSE,,
56:59.7,22.99725338,22.66020219,63.66979477,1016.299744,-25.36,1.44,FALSE,,
56:59.9,22.99725338,22.66820152,63.67895018,1016.375937,-25.99,1.65,FALSE,,
57:00.0,22.98390173,22.66820152,63.69726101,1016.308644,-25.43,1.56,FALSE,,
57:00.2,23.02395666,22.66020219,63.6957351,1016.28479,-25.24,1.26,FALSE,,
57:00.4,22.99725338,22.67620047,63.67895018,1016.362406,-25.88,0.88,FALSE,,
57:00.5,23.01060502,22.66820152,63.6926833,1016.349768,-25.78,0,FALSE,,
57:00.7,22.98390173,22.65220248,63.70641642,1016.287103,-25.25,0.03,FALSE,,
57:00.8,22.99725338,22.66820152,63.67895018,1016.334814,-25.65,0.43,FALSE,,
57:01.0,23.03997864,22.66820152,63.70031281,1016.372199,-25.96,0.82,FALSE,,
57:01.1,22.98390173,22.66820152,63.66826886,1016.353506,-25.81,1.62,FALSE,,
57:01.3,22.99725338,22.66820152,63.72014954,1016.342291,-25.71,1.51,FALSE,,
57:01.4,23.02395666,22.66820152,63.6957351,1016.334814,-25.65,0.82,FALSE,,
57:01.6,22.99725338,22.66020219,63.6911574,1016.296005,-25.33,0,FALSE,,
57:01.7,23.01060502,22.66020219,63.74151217,1016.359559,-25.86,0.03,FALSE,,
57:01.9,22.99725338,22.66820152,63.72930495,1016.312383,-25.46,0.17,FALSE,,
